# Timesteps, No of clusters, Mean cluster size, Size largest cluster, No clusters size 1, No proteins bound to type 2 poly
295000 54 5.55556 63 36 231
300000 47 6.38298 62 28 236
305000 48 6.25000 64 29 236
310000 50 6.00000 72 35 238
315000 46 6.52174 72 30 239
320000 44 6.81818 72 28 242
325000 45 6.66667 72 29 239
330000 47 6.38298 72 33 240
335000 44 6.81818 72 30 242
340000 46 6.52174 72 31 239
345000 48 6.25000 72 34 243
350000 45 6.66667 73 32 235
355000 44 6.81818 73 29 236
360000 40 7.50000 73 26 233
365000 39 7.69231 72 24 238
370000 39 7.69231 72 25 247
375000 40 7.50000 72 28 249
380000 42 7.14286 72 29 241
385000 40 7.50000 72 26 238
390000 42 7.14286 72 29 245
395000 40 7.50000 74 27 243
400000 43 6.97674 73 30 240
405000 45 6.66667 75 31 238
410000 48 6.25000 75 34 239
415000 51 5.88235 74 38 236
420000 46 6.52174 75 31 233
425000 45 6.66667 75 33 237
430000 42 7.14286 76 30 232
435000 42 7.14286 76 30 235
440000 40 7.50000 76 28 235
445000 39 7.69231 76 27 242
450000 38 7.89474 76 26 246
455000 42 7.14286 76 30 240
460000 39 7.69231 76 27 240
465000 37 8.10811 76 25 241
470000 31 9.67742 76 19 242
475000 35 8.57143 76 23 249
480000 34 8.82353 77 22 248
485000 32 9.37500 77 20 245
490000 31 9.67742 77 19 245
495000 28 10.71429 77 16 247
500000 28 10.71429 77 16 246
505000 27 11.11111 76 15 245
510000 29 10.34483 78 16 250
515000 30 10.00000 78 17 250
520000 30 10.00000 78 17 253
525000 29 10.34483 78 16 246
530000 34 8.82353 78 22 248
535000 28 10.71429 79 16 244
540000 30 10.00000 79 17 242
545000 31 9.67742 79 19 241
550000 34 8.82353 79 21 245
555000 32 9.37500 79 20 251
560000 32 9.37500 79 20 252
565000 33 9.09091 79 21 239
570000 36 8.33333 78 24 241
575000 34 8.82353 78 21 244
580000 31 9.67742 78 18 249
585000 32 9.37500 78 19 250
590000 34 8.82353 78 21 249
595000 33 9.09091 78 20 246
600000 34 8.82353 78 21 244
605000 36 8.33333 79 23 244
610000 36 8.33333 80 24 235
615000 34 8.82353 80 22 243
620000 33 9.09091 80 21 244
625000 29 10.34483 81 17 252
630000 26 11.53846 81 14 255
635000 29 10.34483 81 16 245
640000 32 9.37500 81 20 248
645000 30 10.00000 81 18 243
650000 31 9.67742 80 19 246
655000 32 9.37500 81 20 243
660000 28 10.71429 81 16 237
665000 24 12.50000 84 12 248
670000 26 11.53846 84 14 242
675000 30 10.00000 84 18 249
680000 31 9.67742 84 19 241
685000 30 10.00000 85 18 242
690000 34 8.82353 83 21 244
695000 37 8.10811 82 24 233
700000 37 8.10811 82 23 239
705000 35 8.57143 82 22 240
710000 36 8.33333 81 24 243
715000 34 8.82353 81 22 240
720000 34 8.82353 80 22 236
725000 34 8.82353 80 21 235
730000 33 9.09091 82 21 243
735000 34 8.82353 83 22 241
740000 35 8.57143 83 23 236
745000 34 8.82353 83 22 243
750000 31 9.67742 83 19 241
755000 27 11.11111 83 15 241
760000 27 11.11111 84 15 248
765000 28 10.71429 83 16 242
770000 31 9.67742 82 19 246
775000 28 10.71429 82 16 247
780000 31 9.67742 81 19 239
785000 35 8.57143 81 23 238
790000 35 8.57143 80 23 246
795000 34 8.82353 82 20 246
800000 35 8.57143 82 22 244
805000 35 8.57143 82 22 241
810000 33 9.09091 83 19 237
815000 34 8.82353 83 21 231
820000 36 8.33333 82 23 239
825000 39 7.69231 81 27 233
830000 40 7.50000 81 28 233
835000 40 7.50000 81 28 233
840000 39 7.69231 81 27 228
845000 32 9.37500 82 22 235
850000 35 8.57143 82 24 242
855000 31 9.67742 82 20 245
860000 31 9.67742 82 19 241
865000 29 10.34483 83 17 245
870000 29 10.34483 104 19 244
875000 29 10.34483 104 19 245
880000 29 10.34483 104 19 251
885000 29 10.34483 104 19 243
890000 29 10.34483 104 19 245
895000 32 9.37500 104 22 243
900000 31 9.67742 104 21 244
905000 33 9.09091 102 23 238
910000 29 10.34483 102 18 245
915000 28 10.71429 103 18 236
920000 28 10.71429 103 18 237
925000 27 11.11111 102 17 242
930000 26 11.53846 102 16 246
935000 24 12.50000 103 14 252
940000 25 12.00000 104 14 254
945000 27 11.11111 104 17 245
950000 27 11.11111 104 17 247
955000 25 12.00000 105 15 242
960000 25 12.00000 105 15 249
965000 29 10.34483 104 19 248
970000 26 11.53846 105 16 252
975000 27 11.11111 104 17 244
980000 26 11.53846 104 16 251
985000 28 10.71429 103 18 244
990000 26 11.53846 103 16 243
995000 25 12.00000 103 15 245
1000000 25 12.00000 104 15 248
1005000 26 11.53846 104 16 250
1010000 26 11.53846 104 16 246
1015000 26 11.53846 104 16 244
1020000 28 10.71429 104 18 238
1025000 27 11.11111 103 17 240
1030000 27 11.11111 103 17 241
1035000 24 12.50000 103 14 250
1040000 21 14.28571 103 11 249
1045000 25 12.00000 102 15 245
1050000 22 13.63636 103 12 247
1055000 22 13.63636 103 12 250
1060000 26 11.53846 102 16 236
1065000 26 11.53846 103 16 245
1070000 27 11.11111 103 17 242
1075000 26 11.53846 102 16 240
1080000 27 11.11111 104 17 241
1085000 27 11.11111 106 17 236
1090000 30 10.00000 105 20 242
1095000 29 10.34483 105 18 243
1100000 26 11.53846 105 15 246
1105000 25 12.00000 103 14 251
1110000 28 10.71429 104 18 244
1115000 32 9.37500 104 22 245
1120000 28 10.71429 105 18 240
1125000 27 11.11111 104 17 244
1130000 27 11.11111 105 16 241
1135000 30 10.00000 105 20 246
1140000 29 10.34483 105 19 248
1145000 27 11.11111 107 17 247
1150000 28 10.71429 108 18 248
1155000 29 10.34483 107 18 245
1160000 32 9.37500 107 22 237
1165000 29 10.34483 106 19 240
1170000 32 9.37500 107 22 238
1175000 29 10.34483 106 17 241
1180000 29 10.34483 109 19 244
1185000 30 10.00000 108 20 237
1190000 28 10.71429 108 18 241
1195000 26 11.53846 106 16 242
1200000 23 13.04348 108 12 256
1205000 25 12.00000 108 15 250
1210000 24 12.50000 108 14 246
1215000 23 13.04348 108 13 247
1220000 22 13.63636 107 12 250
1225000 22 13.63636 106 12 246
1230000 23 13.04348 106 13 241
1235000 23 13.04348 106 13 244
1240000 25 12.00000 106 15 246
1245000 26 11.53846 105 16 250
1250000 25 12.00000 105 15 251
1255000 26 11.53846 105 16 254
1260000 26 11.53846 107 16 256
1265000 29 10.34483 108 19 248
1270000 29 10.34483 107 19 243
1275000 26 11.53846 107 16 249
1280000 28 10.71429 107 18 243
1285000 24 12.50000 107 13 247
1290000 22 13.63636 107 11 248
1295000 24 12.50000 107 13 253
1300000 28 10.71429 107 18 245
1305000 28 10.71429 106 18 247
1310000 29 10.34483 106 18 240
1315000 27 11.11111 107 16 246
1320000 28 10.71429 106 17 249
1325000 30 10.00000 107 19 246
1330000 32 9.37500 107 22 241
1335000 32 9.37500 107 22 238
1340000 35 8.57143 107 24 231
1345000 32 9.37500 106 21 240
1350000 31 9.67742 106 20 237
1355000 32 9.37500 107 22 238
1360000 32 9.37500 107 22 243
1365000 30 10.00000 108 20 242
1370000 30 10.00000 108 20 236
1375000 32 9.37500 107 22 242
1380000 33 9.09091 107 23 243
1385000 32 9.37500 108 22 245
1390000 31 9.67742 108 21 243
1395000 28 10.71429 108 18 249
1400000 25 12.00000 108 14 247
1405000 26 11.53846 110 16 251
1410000 26 11.53846 111 16 250
1415000 25 12.00000 111 15 254
1420000 26 11.53846 111 16 257
1425000 28 10.71429 111 18 245
1430000 26 11.53846 111 16 252
1435000 28 10.71429 112 18 248
1440000 28 10.71429 110 18 245
1445000 30 10.00000 109 21 243
1450000 30 10.00000 107 21 239
1455000 29 10.34483 107 20 242
1460000 30 10.00000 106 20 248
1465000 34 8.82353 104 25 245
1470000 31 9.67742 106 22 242
1475000 29 10.34483 107 21 241
1480000 28 10.71429 106 18 243
1485000 30 10.00000 107 22 248
1490000 28 10.71429 108 20 244
1495000 28 10.71429 107 19 248
1500000 29 10.34483 107 21 247
1505000 29 10.34483 105 21 245
1510000 30 10.00000 105 22 248
1515000 32 9.37500 103 24 246
1520000 25 12.00000 105 16 248
1525000 24 12.50000 105 16 253
1530000 25 12.00000 105 17 256
1535000 23 13.04348 106 15 251
1540000 25 12.00000 105 17 246
1545000 26 11.53846 105 18 247
1550000 25 12.00000 105 17 247
1555000 24 12.50000 104 16 257
1560000 26 11.53846 105 18 252
1565000 27 11.11111 104 19 244
1570000 27 11.11111 105 19 252
1575000 26 11.53846 105 18 252
1580000 27 11.11111 104 19 248
1585000 22 13.63636 105 13 254
1590000 22 13.63636 106 14 254
1595000 23 13.04348 106 15 252
1600000 26 11.53846 106 18 251
1605000 25 12.00000 107 17 250
1610000 23 13.04348 107 15 257
1615000 23 13.04348 107 15 249
1620000 24 12.50000 107 16 244
1625000 21 14.28571 108 13 250
1630000 22 13.63636 107 13 249
1635000 22 13.63636 107 14 249
1640000 20 15.00000 108 11 256
1645000 23 13.04348 106 14 249
1650000 21 14.28571 107 12 252
1655000 23 13.04348 107 15 246
1660000 23 13.04348 107 15 240
1665000 25 12.00000 106 17 246
1670000 26 11.53846 106 18 245
1675000 26 11.53846 106 17 245
1680000 24 12.50000 106 16 241
1685000 25 12.00000 106 17 242
1690000 25 12.00000 105 16 248
1695000 23 13.04348 105 14 250
1700000 23 13.04348 105 14 244
1705000 24 12.50000 105 15 242
1710000 25 12.00000 104 16 246
1715000 24 12.50000 104 15 238
1720000 27 11.11111 104 19 250
1725000 29 10.34483 103 21 244
1730000 31 9.67742 102 23 244
1735000 31 9.67742 102 23 244
1740000 29 10.34483 102 21 246
1745000 27 11.11111 101 19 249
1750000 25 12.00000 101 16 252
1755000 25 12.00000 102 17 253
1760000 25 12.00000 102 17 248
1765000 28 10.71429 102 20 239
1770000 31 9.67742 101 23 240
1775000 32 9.37500 101 24 242
1780000 31 9.67742 101 23 247
1785000 30 10.00000 101 22 242
1790000 30 10.00000 99 22 245
1795000 26 11.53846 99 18 247
1800000 26 11.53846 99 18 246
1805000 27 11.11111 99 18 252
1810000 27 11.11111 100 18 252
1815000 24 12.50000 100 16 248
1820000 24 12.50000 100 16 248
1825000 23 13.04348 100 15 247
1830000 22 13.63636 100 14 248
1835000 22 13.63636 100 13 242
1840000 22 13.63636 100 14 252
1845000 18 16.66667 102 10 250
1850000 18 16.66667 102 10 250
1855000 16 18.75000 102 8 251
1860000 15 20.00000 102 6 246
1865000 14 21.42857 102 5 256
1870000 15 20.00000 102 6 262
1875000 16 18.75000 103 7 251
1880000 19 15.78947 102 11 251
1885000 19 15.78947 101 11 255
1890000 18 16.66667 101 10 251
1895000 18 16.66667 100 10 252
1900000 20 15.00000 98 11 245
1905000 24 12.50000 98 16 248
1910000 25 12.00000 98 17 241
1915000 29 10.34483 98 21 245
1920000 31 9.67742 98 23 241
1925000 27 11.11111 99 18 244
1930000 26 11.53846 99 16 248
1935000 28 10.71429 99 19 251
1940000 25 12.00000 99 16 249
1945000 26 11.53846 99 17 251
1950000 27 11.11111 99 18 245
1955000 28 10.71429 99 19 246
1960000 28 10.71429 99 19 253
1965000 28 10.71429 99 19 246
1970000 28 10.71429 99 19 241
1975000 28 10.71429 99 19 243
1980000 26 11.53846 100 17 246
1985000 26 11.53846 99 17 247
1990000 24 12.50000 99 15 251
1995000 29 10.34483 99 20 243
2000000 27 11.11111 99 17 245
